021220202,2,5,7
021220203,2,5,7
021222000,2,6,7
021222001,2,6,7
021222002,2,6,7
021222002,2,6,7
021222003,2,6,7
022000111,1,4,5
022000222,2,4,5
022001101,1,4,7
022001112,1,3,4
022001113,1,3,4
022002000,2,3,4
022002001,2,3,4
022002002,2,3,4
022002003,2,3,4
022002010,2,3,4
022002011,2,3,4
022002012,2,3,4
022002013,2,3,4
022002020,2,3,4
022002021,2,3,4
022002022,2,3,4
022002023,2,3,4
022002033,2,3,4
022002100,2,3,4
022002101,2,3,4
022002102,2,3,4
022002103,2,3,4
022002110,2,3,4
022002111,2,3,4
022002112,2,3,4
022002113,2,3,4
022002120,2,3,4
022002121,2,3,4
022002122,2,3,4
022002123,2,3,4
022002133,2,3,4
022002200,2,3,4
022002200,2,3,4
022002201,2,3,4
022002201,2,3,4
022002202,2,3,4
022002202,2,3,4
022002202,2,4,7
022002203,2,3,4
022002203,2,3,4
022002210,2,3,4
022002210,2,3,4
022002211,2,3,4
022002211,2,3,4
022002212,2,3,4
022002212,2,3,4
022002213,2,3,4
022002213,2,3,4
022002220,2,3,4
022002220,2,3,4
022002220,2,3,4
022002220,2,4,8
022002221,2,3,4
022002221,2,3,4
022002221,2,3,4
022002223,2,3,4
022002223,2,3,4
022002223,2,3,4
022002233,2,3,4
022002233,2,3,4
022002333,2,3,4
022010011,1,5,6
022011001,1,6,7
022011012,1,3,6
022011013,1,3,6
022011102,1,3,7
022011103,1,3,7
022021000,2,0,3
022021001,2,0,3
022021002,2,0,3
022021003,2,0,3
022021010,2,0,3
022021011,2,0,3
022021012,2,0,3
022021013,2,0,3
022021020,2,0,3
022021021,2,0,3
022021022,2,0,3
022021023,2,0,3
022021033,2,0,3
022021100,2,0,3
022021101,2,0,3
022021102,2,0,3
022021103,2,0,3
022021110,2,0,3
022021111,2,0,3
022021112,2,0,3
022021113,2,0,3
022021120,2,0,3
022021121,2,0,3
022021122,2,0,3
022021123,2,0,3
022021133,2,0,3
022021200,2,0,3
022021201,2,0,3
022021202,2,0,3
022021203,2,0,3
022021210,2,0,3
022021211,2,0,3
022021212,2,0,3
022021213,2,0,3
022021220,2,0,3
022021221,2,0,3
022021222,2,0,3
022021223,2,0,3
022021233,2,0,3
022021333,2,0,3
022023333,2,0,3
022100110,1,4,5
022100111,1,4,5
022100111,1,4,5
022100112,1,4,5
022100113,1,4,5
022100222,2,4,5
022101101,1,4,7
022102202,2,4,7
022102220,2,4,8
022110010,1,5,6
022110011,1,5,6
022110011,1,5,6
022110012,1,5,6
022110013,1,5,6
022110100,1,5,7
022110101,1,5,7
022110102,1,5,7
022110103,1,5,7
022111000,1,6,7
022111001,1,6,7
022111001,1,6,7
022111002,1,6,7
022111003,1,6,7
022120022,2,5,6
022122002,2,6,7
022122020,2,6,8
022122200,2,7,8
022200000,2,4,5
022200000,2,0,4
022200001,2,4,5
022200001,2,0,4
022200002,2,4,5
022200002,2,0,4
022200003,2,4,5
022200003,2,0,4
022200010,2,4,5
022200010,2,0,4
022200011,2,4,5
022200011,2,0,4
022200012,2,4,5
022200012,2,0,4
022200013,2,4,5
022200013,2,0,4
022200020,2,4,5
022200020,2,0,4
022200021,2,4,5
022200021,2,0,4
022200022,2,4,5
022200022,2,0,4
022200023,2,4,5
022200023,2,0,4
022200033,2,4,5
022200033,2,0,4
022200200,2,4,5
022200200,2,4,5
022200200,2,0,4
022200201,2,4,5
022200201,2,4,5
022200201,2,0,4
022200202,2,4,5
022200202,2,4,5
022200202,2,0,4
022200203,2,4,5
022200203,2,4,5
022200203,2,0,4
022200210,2,4,5
022200210,2,4,5
022200210,2,0,4
022200211,2,4,5
022200211,2,4,5
022200211,2,0,4
022200212,2,4,5
022200212,2,4,5
022200212,2,0,4
022200213,2,4,5
022200213,2,4,5
022200213,2,0,4
022200220,2,4,5
022200220,2,4,5
022200220,2,4,5
022200220,2,0,4
022200221,2,4,5
022200221,2,4,5
022200221,2,4,5
022200221,2,0,4
022200222,2,4,5
022200222,2,4,5
022200222,2,4,5
022200222,2,4,5
022200222,2,0,4
022200223,2,4,5
022200223,2,4,5
022200223,2,4,5
022200223,2,0,4
022200233,2,4,5
022200233,2,4,5
022200233,2,0,4
022201000,2,0,4
022201001,2,0,4
022201002,2,0,4
022201003,2,0,4
022201010,2,0,4
022201011,2,0,4
022201012,2,0,4
022201013,2,0,4
022201020,2,0,4
022201021,2,0,4
022201022,2,0,4
022201023,2,0,4
022201033,2,0,4
022201100,2,0,4
022201101,1,4,7
022201101,2,0,4
022201102,2,0,4
022201103,2,0,4
022201110,1,4,8
022201110,2,0,4
022201112,2,0,4
022201113,2,0,4
022201120,2,0,4
022201121,2,0,4
022201122,2,0,4
022201123,2,0,4
022201133,2,0,4
022201200,2,0,4
022201201,2,0,4
022201202,2,0,4
022201203,2,0,4
022201210,2,0,4
022201211,2,0,4
022201212,2,0,4
022201213,2,0,4
022201220,2,0,4
022201221,2,0,4
022201222,2,0,4
022201223,2,0,4
022201233,2,0,4
022201333,2,0,4
022203333,2,0,4
022210011,1,5,6
022211001,1,6,7
022211010,1,6,8
022211100,1,7,8
100000111,1,4,5
100000222,2,4,5
100001101,1,4,7
100001110,1,3,4
100001110,1,4,8
100001112,1,3,4
100001113,1,3,4
100002202,2,4,7
100002220,2,3,4
100002220,2,4,8
100002221,2,3,4
100002223,2,3,4
100010011,1,5,6
100011001,1,6,7
100011012,1,3,6
100011013,1,3,6
100011120,1,2,3
100011121,1,2,3
100011122,1,2,3
100011123,1,2,3
100011133,1,2,3
100020022,2,5,6
100022002,2,6,7
100022021,2,3,6
100022023,2,3,6
100022210,2,2,3
100022211,2,2,3
100022212,2,2,3
100022213,2,2,3
100022233,2,2,3
100100110,1,4,5
100100111,1,4,5
100100111,1,4,5
100100112,1,4,5
100100113,1,4,5
100100222,2,4,5
100102202,2,4,7
100102220,2,4,8
100110000,1,1,2
100110001,1,1,2
100110002,1,1,2
100110003,1,1,2
100110010,1,1,2
100110010,1,5,6
100110011,1,1,2
100110011,1,5,6
100110012,1,1,2
100110012,1,5,6
100110013,1,1,2
100110013,1,5,6
100110020,1,1,2
100110021,1,1,2
100110022,1,1,2
100110023,1,1,2
100110033,1,1,2
100110120,1,1,2
100110120,1,2,5
100110121,1,1,2
100110121,1,2,5
100110122,1,1,2
100110122,1,2,5
100110123,1,1,2
100110123,1,2,5
100110133,1,1,2
100110133,1,2,5
100110200,1,1,2
100110201,1,1,2
100110202,1,1,2
100110203,1,1,2
100110210,1,1,2
100110211,1,1,2
100110212,1,1,2
100110213,1,1,2
100110220,1,1,2
100110221,1,1,2
100110222,1,1,2
100110223,1,1,2
100110233,1,1,2
100110333,1,1,2
100111200,1,1,2
100111200,1,1,2
100111201,1,1,2
100111201,1,1,2
100111202,1,1,2
100111202,1,1,2
100111203,1,1,2
100111203,1,1,2
100111210,1,1,2
100111210,1,1,2
100111211,1,1,2
100111211,1,1,2
100111212,1,1,2
100111212,1,1,2
100111213,1,1,2
100111213,1,1,2
